episode,mean_return,epsilon,mean_latency_ms,mean_sensing_db
119,-0.008172542828363008,3.464101615137756,164.36575618150576,1.0479601065521997
120,-0.008604413751497219,3.478505426185219,166.56099486039298,1.3282599853857997
121,-0.008368719207258693,3.492849839314598,161.19994387843323,0.6096004659993756
122,-0.009205074791397774,3.5071355833500384,154.29997262303422,1.5491372366038307
123,-0.008469153012856426,3.5213633723318036,162.30302716304516,1.0180909221190169
124,-0.00894570613634314,3.5355339059327395,159.77048413055869,1.433221390289057
125,-0.008942836802513458,3.5496478698597715,151.47019444343988,0.9137276869045486
126,-0.009202991711300708,3.563705936241094,151.38061493007865,1.2894136743461933
127,-0.009616253857255466,3.577708763999665,144.2122837397968,1.0560051857456323
128,-0.010397989768395484,3.5916569992135963,139.74985833288673,1.169764248995038
129,-0.009275915520671384,3.6055512754639913,157.88142098157053,1.3673920318471044
130,-0.010121404425659479,3.6193922141707735,147.07693554438495,1.7726818365301622
131,-0.009171884008861729,3.6331804249169917,150.9027931451445,1.4278045379325743
132,-0.009498110247678692,3.646916505762096,152.64721805300448,1.295423758934313
133,-0.009449184680537917,3.6606010435446272,150.86694797817677,0.7386196629773772
134,-0.009235157560239663,3.674234614174769,147.39609715825364,1.2301895703105394
135,-0.008764023685143361,3.687817782917157,163.32119359140856,1.8834213767665042
136,-0.008970970489458462,3.7013511046643517,156.22538311138467,0.8005424788225907
137,-0.008440731663230344,3.714835124201344,159.98474725294753,0.7209822260641491
138,-0.008304070730908865,3.7282703764614515,160.53073174551557,1.2265822865163234
139,-0.008214675302339715,3.7416573867739435,158.82696515208934,0.3665717462532642
140,-0.008930094434389482,3.7549966711037195,159.86528479077165,1.3002081445763463
141,-0.008564053680614997,3.7682887362833566,165.65167081159677,1.3708019617364222
142,-0.009011409017181289,3.7815340802378095,155.62852005049504,1.0792915541183545
143,-0.008295953386552405,3.7947331922020573,165.30236688713833,1.1244617407675486
144,-0.009048938743032366,3.807886552931956,156.02441103119818,0.8067339429491942
145,-0.008122442826740425,3.820994634908562,163.8374138779708,1.2803401717029301
146,-0.00858730655862891,3.834057902536165,157.4434561548478,1.490595466916426
147,-0.00786259803599964,3.847076812334271,161.8018370889848,0.9303407092916736
148,-0.008530466780039828,3.8600518131237584,171.3218333418237,1.758914944483294
149,-0.008598245804098965,3.872983346207419,152.19324548542963,0.889587645972686
150,-0.008323339235878491,3.8858718455450916,161.76844408262124,1.5576041793813218
151,-0.008286543345712811,3.8987177379235876,168.32777239482277,1.528639182444583
152,-0.00870068184600397,3.9115214431215914,159.98333598205195,1.8463678692458376
153,-0.008511688240349148,3.9242833740697187,161.9104802343031,1.164471977557865
154,-0.009008217630270524,3.937003937005908,153.60609477846984,0.6718448069217007
155,-0.00844110603178302,3.949683531626302,159.43185267890865,1.0933696168818536
156,-0.008297551210834532,3.962322551231792,170.10007984801067,1.61159854760574
157,-0.008896976127844682,3.97492138287036,153.32311343637198,0.8652215973777252
158,-0.00843005974790526,3.9874804074753794,165.68824327401853,1.1557312487316544
159,-0.008288241082893541,4.000000000000002,153.47504925649542,0.6335756986499286
160,-0.008319449292162757,4.012480529547778,164.35882291890195,1.3402085136202821
161,-0.008106442529703349,4.024922359499624,170.19918784675147,1.4308547201060797
162,-0.008188412068348498,4.037325847637272,162.72246935125477,1.3529857043778521
163,-0.008528615927915708,4.0496913462633195,154.89277338162,0.7532247376149991
164,-0.008451554989528981,4.062019202317982,158.93365915121748,1.2367582417346956
165,-0.008708099770930277,4.074309757492675,164.5420952681217,1.1300066645419566
166,-0.008293606533426097,4.086563348340512,162.44843507161696,0.9445928151156607
167,-0.009326408840555219,4.0987803063838415,158.95529159379495,1.272098951117211
168,-0.008709184375629278,4.110960958218896,157.0015088472555,1.3827689189361614
169,-0.008056069127909427,4.123105625617662,164.940348073743,1.4501572354555397
170,-0.008745742029170023,4.135214625627069,159.67979682099931,1.554124601459401
171,-0.008292884464225974,4.1472882706655465,164.62836227486147,1.6684849492508242
172,-0.008568468185292742,4.159326868617087,158.34299338450262,1.3728169910404902
173,-0.008312716070797548,4.1713307229228445,159.63418255775935,0.49899327441772456
174,-0.008082943516103445,4.1833001326703805,156.62867936169366,1.0310518557897483
175,-0.008375083496588692,4.195235392680608,153.4800038094788,0.9131998304076713
176,-0.008415926279333854,4.207136793592529,161.5482651472355,1.1389012134955694
177,-0.008541274292069308,4.2190046219458,160.50094777564107,1.025479704663059
178,-0.008323920426642583,4.2308391602612385,164.81543415945237,1.358093831452652
179,-0.00892710496081785,4.242640687119287,152.2434245733928,1.6427128325363478
180,-0.008871147108380453,4.254409477236532,151.21494717271355,0.9867246162816269
181,-0.008670028341157826,4.26614580154031,157.26754880839368,0.9278486499175832
182,-0.008164629215210007,4.2778499272414905,159.73151127750248,0.9050954093151425
183,-0.008433175591796,4.289522117905445,162.43391495627884,1.2078707395246377
184,-0.008518288528736798,4.301162633521316,166.24663834660203,1.629072692432213
185,-0.008734046302716314,4.312771730569567,157.31461581001471,1.5753662848761287
186,-0.008313573459303608,4.324349662087933,165.57388576153699,1.5716675735275212
187,-0.00860998032441051,4.335896677735763,153.8507295083028,1.347830173876826
188,-0.008794053782937187,4.347413023856834,160.32394057045528,1.2048324502127432
189,-0.008627930503908436,4.358898943540676,164.50631909431198,1.532809706211939
190,-0.008481815181275483,4.370354676682434,162.05412815966073,0.9947816288450705
191,-0.008183593830351653,4.381780460041331,170.9668519780728,1.0586693418300195
192,-0.009261195432723338,4.393176527297761,149.3502360845802,0.9369769863057357
193,-0.008734265936667892,4.404543109109051,153.95742083120177,0.8868579486121132
194,-0.0082932004699635,4.415880433163926,159.08998211098427,1.5901434660258564
195,-0.008206239419987684,4.427188724235734,165.41511019082958,1.0547065237711557
196,-0.008178650554447673,4.438468204234432,166.69221082609533,0.9000425162728619
197,-0.008594336166392899,4.4497190922574,156.99730956027645,0.7837061477980273
198,-0.00847348722472422,4.460941604639095,165.41984582441452,1.14955918838747
199,-0.008560533458380993,4.472135954999581,158.67836008370224,1.432388176727337
200,-0.00833395876770634,4.483302354291982,168.89912747408445,1.2769936971292586
201,-0.008163366103031982,4.494441010848849,163.01389399761334,1.147699591866299
202,-0.008237599640356747,4.505552130427526,168.87491574994164,1.3937576722980916
203,-0.008684883905097881,4.516635916254488,149.5792664881973,1.1791704571993735
204,-0.008729985369532381,4.527692569068711,163.16403089806883,1.5670093415551871
205,-0.008713346568260073,4.53872228716409,156.0045834385441,1.1244973610218811
206,-0.008969098099211018,4.549725266430933,162.67839500216186,1.6485108348309676
207,-0.008735606222355839,4.560701700396555,157.00680482399977,0.9261563217306034
208,-0.008182564993746706,4.571651780264987,165.01083886694312,1.0312260175298273
209,-0.008654695819449615,4.5825756949558425,158.40440101865516,1.4582671217662806
210,-0.00829421517444254,4.593473631142343,163.08502097055464,1.1591761298715735
211,-0.008636622297714029,4.604345773288538,159.8114929658184,1.1769843014813552
212,-0.008433180946386884,4.615192303685733,151.25413967470598,0.4983741500034027
213,-0.008767746358661305,4.626013402488153,158.79775559134424,1.3191678990957667
214,-0.007962996257951264,4.636809247747855,167.32605478468358,1.0596015688395293
215,-0.008410055464704075,4.647580015448903,162.91702553626433,1.0805772670993579
216,-0.008549745502858391,4.658325879540849,161.6256445587911,1.5375122867409743
217,-0.008906726128913621,4.669047011971504,155.1095654771883,1.3347320111773289
218,-0.008020187365591567,4.679743582719039,170.6584159396979,1.6529965114331286
219,-0.008689337558712438,4.690415759823432,155.28593823413107,1.139578953929086
220,-0.00845329575760052,4.701063709417266,157.33854788458686,0.9346204756298491
221,-0.00892746973086421,4.711687595755901,153.8589268336045,1.0607758004363381
222,-0.00850854832197158,4.72228758124704,164.047538571445,1.0474050484451392
223,-0.008530750478121988,4.732863826479695,155.39448931782883,0.8698015753881926
224,-0.00837588444262543,4.743416490252572,171.00372541667465,1.305499192364257
225,-0.008494783952915584,4.753945729601888,158.5526475143601,1.3607656155046557
226,-0.008935472643072448,4.7644516998286415,157.0763332762876,1.3669741196170608
227,-0.008192462293041316,4.774934554525331,162.82887347761695,1.1811236525697435
228,-0.009162131652795615,4.785394445602162,161.07045920602945,1.425192996814993
229,-0.008512182542920748,4.795831523312723,154.66401608649508,0.8729631988922844
230,-0.008336206091907558,4.806245936279169,163.85256877555835,1.4218287106969558
231,-0.007997423180088057,4.81663783151692,168.6080965447396,1.748718500066671
232,-0.008079258166966785,4.82700735445887,172.06297119857513,0.8565696227428216
233,-0.008354531249419947,4.837354648979132,158.90611916251197,0.9868414070777781
234,-0.008366895944551086,4.847679857416331,159.02603951912977,0.8451956200058861
235,-0.008278790448088354,4.857983120596449,166.00334149621725,1.1867016404449766
236,-0.008711144797701699,4.868264577855236,157.2365681383246,1.425224550221425
237,-0.008053478201803277,4.878524367060188,167.2199533074623,1.1501543703770383
238,-0.009337393074447545,4.888762624632127,154.85163966163267,1.6231223519306823
239,-0.008249067564651918,4.898979485566357,163.64510927311463,1.332453084199554
240,-0.008708781690691001,4.909175083453431,160.0419715180739,0.6645214813660242
241,-0.009714461857253272,4.919349550499537,152.06202481609344,0.9568224392370577
242,-0.008774283201196482,4.9295030175464944,160.78193602796304,1.1850853726490467
243,-0.009033067300379212,4.9396356140913875,159.5057771606641,1.07072858082486
244,-0.008811525342646112,4.949747468305832,155.37841886659325,0.8388141868806959
245,-0.00920523954152943,4.959838707054897,150.7362065347451,0.46800596862339433
246,-0.008815073043323593,4.96990945591567,157.56312315001338,1.0859773788878682
247,-0.009704287988821182,4.979959839195492,153.10680832074416,0.600951938502542
248,-0.009349582212222506,4.989989979949858,152.7117981689859,0.7321441361995683
249,-0.009995433525929921,4.999999999999998,156.28276958852553,0.9382863060639072
