episode,mean_return,epsilon,mean_latency_ms,mean_sensing_db
0,-0.02094787208636187,0.31622776601683794,44.55294280719079,0.21828107122677934
1,-0.02081003851509995,0.4472135954999579,43.767084876494174,-0.1257127611318624
2,-0.01491161016576356,0.5477225575051661,101.06487313119645,-0.06618560003240792
3,-0.02087433219095138,0.6324555320336759,70.87600113993437,-1.8436680773519727
4,-0.01914293993966184,0.7071067811865475,81.25678792282939,-1.4123788044634786
5,-0.016928211307362263,0.7745966692414833,89.80650953867708,-1.05385423303334
6,-0.014845176331597766,0.8366600265340755,106.36613733817666,0.13452228174507933
7,-0.01978323462234687,0.8944271909999159,69.99888888766537,-2.81159009484344
8,-0.019729669454634374,0.9486832980505138,75.24341625151017,-2.03385889124915
9,-0.01581615332456063,0.9999999999999999,103.18663453241022,-0.8108820725107734
10,-0.01251240541069377,1.0488088481701514,123.99314511408458,0.540003074977268
11,-0.01422218314758975,1.0954451150103321,104.61929472993279,-0.17140643603419595
12,-0.01811578011527951,1.1401754250991378,87.74984548411328,-1.8617232858329416
13,-0.018701002116999193,1.1832159566199232,90.92269131914577,-2.5171717220793357
14,-0.02034155081412338,1.224744871391589,79.22429069022796,-2.712060719955718
15,-0.019875112580906,1.2649110640673518,80.17418563881178,-2.811428778644435
16,-0.019857046473295586,1.3038404810405297,76.85602223528338,-3.1553669879826125
17,-0.01839751452000375,1.3416407864998738,84.78930330513997,-2.128858525741892
18,-0.017638219684985783,1.3784048752090223,91.89071225100831,-2.6076398722967307
19,-0.016796167284417334,1.4142135623730951,100.71173452039584,-1.508076224011168
20,-0.017556902403746064,1.449137674618944,104.23012251386875,-1.6279648993675497
21,-0.017730881785410168,1.4832396974191329,96.72230048259831,-2.199230341441729
22,-0.01981323392994683,1.5165750888103104,81.45872638671479,-2.2547859573553057
23,-0.020852067573202387,1.549193338482967,67.83733796872752,-3.4618577793615053
24,-0.02292068262360993,1.58113883008419,56.178182712386786,-3.3481544384571458
25,-0.022016519288498942,1.6124515496597103,67.42480699711949,-3.4431555690106266
26,-0.02042174746057974,1.6431676725154987,73.68573996502907,-3.1251917772912203
27,-0.021510258063639168,1.6733200530681513,72.03481005514212,-3.6504979645812994
28,-0.021261463140292078,1.7029386365926404,73.9086088865192,-3.7017954618064164
29,-0.021595026743665157,1.7320508075688776,64.22425168613968,-3.251624691721604
30,-0.02101611812145678,1.7606816861659014,71.48981944119761,-3.4982723548182832
31,-0.022103067303301208,1.7888543819998322,68.02055446882122,-4.197214839800363
32,-0.021657619011410372,1.8165902124584954,67.3893318285907,-3.6784626072581674
33,-0.01883873328325659,1.843908891458578,88.09257077194009,-2.151271284292061
34,-0.01905734542168807,1.870828693386971,81.17752042303793,-2.8641758480683612
35,-0.0176636465622238,1.897366596101028,102.90165290353569,-1.7482115880258349
36,-0.017818024510333468,1.923538406167135,91.95059166033893,-2.2211626256413917
37,-0.016348459962761252,1.9493588689617933,107.6111360991381,-1.6328129816237738
38,-0.011528649478520725,1.9748417658131505,138.91479788186572,-0.14975964794618934
39,-0.009045744853640585,2.0000000000000004,154.59497176522174,0.8664792600692612
40,-0.00942810776054834,2.0248456731316593,152.71579184087537,0.8994738448417768
41,-0.009114857189540235,2.0493901531919203,152.4801680788024,1.191073098941758
42,-0.008981024487302295,2.073644135332773,153.06163149116102,0.23305771982659693
43,-0.009540171740672496,2.0976176963403037,145.44188051576737,0.7983172669304759
44,-0.008593057762548281,2.1213203435596433,156.49544730425836,0.6955443411786627
45,-0.008901859825032282,2.1447610589527226,154.76258220418663,0.9469556519654653
46,-0.00930837780874056,2.167948338867881,155.93497089738483,1.5499626617759512
47,-0.00891171237558973,2.190890230020665,154.88605363522223,1.0593790400203291
48,-0.009264790655628814,2.2135943621178664,152.7039694221128,1.1198859911803725
49,-0.009210344903748162,2.2360679774997907,147.703320144755,0.8471420339892743
50,-0.009456184495877987,2.2583179581272437,150.65564176540002,0.6229454861327334
51,-0.008723906261382261,2.280350850198277,154.65487262081675,0.9786004745209764
52,-0.00926616374460589,2.302172886644269,147.65931129663213,1.3328749666781785
53,-0.007978102890998923,2.323790007724451,160.9000245942551,1.0175137074752798
54,-0.009105126026130802,2.3452078799117158,150.73824451687895,0.6785221873570935
55,-0.008474251095877343,2.3664319132398473,156.47592062120347,1.5038461169565416
56,-0.008569194097293656,2.3874672772626653,163.55542025402372,1.40871354197788
57,-0.00885373200620661,2.40831891575846,161.34452340608792,1.3350802872869678
58,-0.008268433319791062,2.428991560298225,166.907594579556,1.6059457585933241
59,-0.008804459465969049,2.449489742783179,162.41055313752528,1.608087807861299
60,-0.008625276700618413,2.4698178070456946,166.48123350315262,1.2679751296164044
61,-0.008168648963167201,2.4899799195977477,161.22043241672887,1.1482723262379153
62,-0.008309446606713006,2.5099800796022276,151.49917076796584,1.1266771340604163
63,-0.00860115349392225,2.5298221281347044,160.9742226823665,1.4138910474810622
64,-0.008401993108149677,2.5495097567963936,171.0596512624234,1.4192529903301068
65,-0.008398439871276238,2.569046515733027,164.78017760276072,1.537865694174986
66,-0.0084071197038186,2.588435821108958,152.96133869977803,1.1936753051635294
67,-0.00845404883527787,2.607680962081061,163.6287927501751,1.4515816799420354
68,-0.008386984100966726,2.626785107312741,159.62416002526695,1.043858106644529
69,-0.00814796597150468,2.6457513110645916,166.64776500419043,0.7184048216749673
70,-0.008719864635856495,2.664582518894847,154.39075877517743,1.1648983107500912
71,-0.008563757574068947,2.683281572999749,153.6307664181745,0.5299552130183974
72,-0.008502410335750452,2.7018512172212605,161.28867320660058,1.1970039236019356
73,-0.008118741231262048,2.72029410174709,167.15936594934269,1.3714819432683854
74,-0.008508401051720288,2.738612787525832,160.96400456869318,1.2815612760888315
75,-0.00799743438743279,2.7568097504180455,163.59005717788543,0.6532935142954266
76,-0.009351031866148782,2.774887385102323,149.12836570628744,1.164662832117618
77,-0.008174728798973874,2.7928480087537895,170.78983647441922,1.15076638025238
78,-0.008784931955907675,2.8106938645110406,160.2201422867008,1.0290470622989036
79,-0.008628951960537893,2.828427124746191,159.05287028078877,1.302367859621302
80,-0.009233007874428743,2.846049894151543,156.02693690549953,1.0597785391511862
81,-0.008068314599876433,2.8635642126552723,169.43116748535115,1.114852337821935
82,-0.008050485109838945,2.880972058177588,163.48516787830383,1.4459293359407634
83,-0.007985487603844325,2.898275349237889,162.50032116761457,0.7876077840766799
84,-0.008369591340885921,2.9154759474226517,163.79322849786726,1.5069817703046056
85,-0.008207728001080472,2.9325756597230375,173.7194950239094,1.235711372441893
86,-0.00858352410470711,2.9495762407505266,161.35192766013108,0.8536171156962586
87,-0.008200593328197737,2.9664793948382666,168.05745754953497,1.3886172211349894
88,-0.008307877604661463,2.983286778035261,169.5298130572905,1.2287799639382433
89,-0.008017433918797,3.0000000000000013,174.975056997186,1.7259091075797057
90,-0.008520836276970053,3.0166206257996726,161.53055436482506,1.555634688260281
91,-0.008280132226523794,3.033150177620622,170.16072744706625,1.0803663026737522
92,-0.009073735889630686,3.049590136395383,151.5661609920096,1.2856732707268976
93,-0.008758930323360314,3.06594194335118,159.8383945156845,1.1384586649025172
94,-0.008627384407487894,3.08220700148449,158.42313113962464,1.4902290640813536
95,-0.00868019730078169,3.098386676965935,162.45889671634262,1.7954760996166221
96,-0.008174526636688476,3.114482300479489,161.23898565825354,1.4068790386582661
97,-0.008423824967492876,3.1304951684997073,157.47940595705037,0.6973020211389834
98,-0.008410373927795815,3.1464265445104562,159.83616172283254,1.4567945998496932
99,-0.008467697037136583,3.162277660168381,160.14785405148604,0.9502934693334465
100,-0.008152920274277263,3.1780497164141424,162.69154285406557,1.4543637472032234
101,-0.00843644944728451,3.193743884534264,164.12921799139986,1.87772495522004
102,-0.008345562997986672,3.2093613071762443,164.02316699212318,0.6257858898859205
103,-0.008074060320842619,3.2249030993194214,168.19157893903713,1.5276371042493284
104,-0.008320269821475023,3.240370349203932,162.49035234324404,1.1300976526327104
105,-0.008529935402163175,3.255764119219943,165.7329736430198,1.2824000774412532
106,-0.0085522178060624,3.271085446759227,165.481253296069,1.4692102411298793
107,-0.008701536155656919,3.2863353450309982,155.67389635288268,0.9260139413769187
108,-0.008668564028167777,3.3015148038438373,159.4015180570423,1.289248504449782
109,-0.008894107229935966,3.3166247903554016,159.40158425270116,1.4768750818856677
110,-0.00855085565602151,3.3316662497915384,158.90932635709706,1.1895136016212031
111,-0.008740270220286705,3.346640106136304,162.0540391858109,1.41066047287069
112,-0.008691996226085394,3.361547262794324,162.76310810750493,1.5567806584104567
113,-0.008457267873687701,3.3763886032268284,162.2468712629507,1.612142896400788
114,-0.008382126196771521,3.391164991562636,162.20467189513897,1.1667381547855389
115,-0.008129517780173658,3.405877273185282,164.01150646436426,1.3154846392859032
116,-0.008637601966671361,3.4205262752974157,157.26342960331365,0.94418565444008
117,-0.008387940704859365,3.4351128074635358,150.2948883396261,1.4429604250097547
118,-0.00834383555054137,3.4496376621320697,166.29687369787717,1.4786028184201878
